PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Rakoczy, H.; Cacchione, T.								The developmental and evolutionary origins of psychological essen-tialism lie in sortal object individuation								Behavioral and Brain Sciences															2014										1									
J	Rakoczy, Hannes; Cacchione, Trix								The developmental and evolutionary origins of psychological essentialism lie in sortal object individuation								BEHAVIORAL AND BRAIN SCIENCES				37	5			500	501		10.1017/S0140525X13003865			OCT 2014	2014										3									
J	Rakover, S. S.								The place of consciousness in the information processing approach: The mental-pool thought experiment								Behavioral and Brain Sciences				19				535	536						1996										3									
J	RAKOVER, SS								LEARNING WITHOUT AWARENESS - WHAT COUNTS AS AN APPROPRIATE TEST OF LEARNING AND OF AWARENESS								BEHAVIORAL AND BRAIN SCIENCES				17	3			417	418		10.1017/S0140525X00035287			SEP 1994	1994										1									
J	RAKOVER, SS								AVOIDANCE THEORY - THE NATURE OF INNATE RESPONSES AND THEIR INTERACTION WITH ACQUIRED RESPONSES								BEHAVIORAL AND BRAIN SCIENCES				7	4			752	753		10.1017/S0140525X00028545			1984	1984										1									
J	Rakow, T								Theorize it both ways?								BEHAVIORAL AND BRAIN SCIENCES				24	3			425	+		10.1017/S0140525X01474140			JUN 2001	2001										1									
J	Ramenzoni, VC; Riley, MA								Strong modularity and circular reasoning pervade the planning-control model								BEHAVIORAL AND BRAIN SCIENCES				27	1			48	+					FEB 2004	2004										1									
J	Rammsayer, TH								Dopamine and extraversion: Differential responsivity may be the key								BEHAVIORAL AND BRAIN SCIENCES				22	3			535	+		10.1017/S0140525X99402043			JUN 1999	1999										1									
J	RAMONMOLINER, E								EXPLORATORY NEURAL CONNECTIVITY								BEHAVIORAL AND BRAIN SCIENCES				7	3			345	346		10.1017/S0140525X00018562			1984	1984										1									
J	Ramsay, JT; Lewis, MD								The causal status of emotions in consciousness								BEHAVIORAL AND BRAIN SCIENCES				23	2			215	+		10.1017/S0140525X00462424			APR 2000	2000										1									
J	Ramsey, Grant; Bastian, Meredith L.; van Schaik, Carel								Animal innovation defined and operationalized								BEHAVIORAL AND BRAIN SCIENCES				30	4			393	+		10.1017/S0140525X07002373			AUG 2007	2007										76									
J	Ramsey, Grant; Bastian, Meredith L.; van Schaik, Carel								On the concept of animal innovation and the challenge of studying innovation in the wild								BEHAVIORAL AND BRAIN SCIENCES				30	4			425	437		10.1017/S0140525X07002567			AUG 2007	2007										5									
J	Ramus, F								Evidence for a domain-specific deficit in developmental dyslexia								BEHAVIORAL AND BRAIN SCIENCES				25	6			767	+		10.1017/S0140525X02390137			DEC 2002	2002										6									
J	Randolph-Seng, Brandon								The (mis)management of agency: Conscious belief and nonconscious self-control								BEHAVIORAL AND BRAIN SCIENCES				32	6			532	+		10.1017/S0140525X09991336			DEC 2009	2009										2									
J	Raney, GE								E-Z Reader 7 provides a platform for explaining how low- and high-level linguistic processes influence eye movements								BEHAVIORAL AND BRAIN SCIENCES				26	4			498	+		10.1017/S0140525X03440107			AUG 2003	2003										1									
J	Rao, Chaitra; Soni, Shweta; Singh, Nandini Chatterjee								The case of the neglected alphasyllabary: Orthographic processing in Devanagari								BEHAVIORAL AND BRAIN SCIENCES				35	5			302	303		10.1017/S0140525X12000313			OCT 2012	2012										1									
J	RAO, KR; PALMER, J								THE ANOMALY CALLED PSI - RECENT RESEARCH AND CRITICISM								BEHAVIORAL AND BRAIN SCIENCES				10	4			539	551		10.1017/S0140525X00054455			DEC 1987	1987										36									
J	Rapoport, A								Chance, utility, rationality, strategy, equilibrium								BEHAVIORAL AND BRAIN SCIENCES				26	2			172	+					APR 2003	2003										7									
J	RAPOPORT, A								GAME-THEORY WITHOUT RATIONALITY								BEHAVIORAL AND BRAIN SCIENCES				7	1			114	115		10.1017/S0140525X00026467			1984	1984										3									
J	RASENICK, MM								ADENYLYL-CYCLASE, G-PROTEINS AND SYNAPTIC PLASTICITY								BEHAVIORAL AND BRAIN SCIENCES				18	3			484	485		10.1017/S0140525X00039418			SEP 1995	1995										1									
J	Rasmussen, Daniel; Eliasmith, Chris								God, the devil, and the details: Fleshing out the predictive processing framework								BEHAVIORAL AND BRAIN SCIENCES				36	3			223	224		10.1017/S0140525X12002154			JUN 2013	2013										5									
J	Rauschecker, JP								Vocal gestures and auditory objects								BEHAVIORAL AND BRAIN SCIENCES				28	2			143	+		10.1017/S0140525X05410031			APR 2005	2005										3									
J	RAUSCHECKER, JP								REVERBERATIONS OF HEBBIAN THINKING								BEHAVIORAL AND BRAIN SCIENCES				18	4			642	643		10.1017/S0140525X00040358			DEC 1995	1995										2									
J	Ravid, Dorit								Phono-morpho-orthographic construal: The view from spelling								BEHAVIORAL AND BRAIN SCIENCES				35	5			304	304		10.1017/S0140525X12000258			OCT 2012	2012										1									
J	Ravignani, Andrea; Sonnweber, Ruth								Measuring teaching through hormones and time series analysis: Towards a comparative framework								BEHAVIORAL AND BRAIN SCIENCES				38						e58	10.1017/S0140525X14000806			2015	2015										2									
J	Ravignani, Andrea; Martins, Mauricio; Fitch, W. Tecumseh								Vocal learning, prosody, and basal ganglia: Don't underestimate their complexity								BEHAVIORAL AND BRAIN SCIENCES				37	6						10.1017/S0140525X13004184			DEC 2014	2014										6									
J	RAWLINS, JNP; DEACON, RMJ; YEE, BK; CASSADAY, HJ								DOES IT STILL MAKE SENSE TO DEVELOP A DECLARATIVE MEMORY THEORY OF HIPPOCAMPAL FUNCTION								BEHAVIORAL AND BRAIN SCIENCES				17	3			492	493		10.1017/S0140525X00035615			SEP 1994	1994										6									
J	RAWLINS, JNP								TIME TO CLOSE THE STORE								BEHAVIORAL AND BRAIN SCIENCES				10	1			156	160		10.1017/S0140525X00056764			MAR 1987	1987										8									
J	RAWLINS, JNP								ASSOCIATIONS ACROSS TIME - THE HIPPOCAMPUS AS A TEMPORARY MEMORY STORE								BEHAVIORAL AND BRAIN SCIENCES				8	3			479	497		10.1017/S0140525X00001291			1985	1985										378									
J	RAWLINS, JNP								TIME AND HIPPOCAMPAL LESION EFFECTS - TEMPUS EDAX RERUM - RESPONSE								BEHAVIORAL AND BRAIN SCIENCES				8	3			514	522		10.1017/S0140525X00001485			1985	1985										1									
J	RAWLINS, JNP								ADVANCING MEMORIAL THEORIES OF HIPPOCAMPAL FUNCTION								BEHAVIORAL AND BRAIN SCIENCES				2	3			344	345		10.1017/S0140525X00062968			1979	1979										1									
J	RAY, WJ; NEWCOMBE, N								INTERPRETING SEX-DIFFERENCES IN LATERALIZATION								BEHAVIORAL AND BRAIN SCIENCES				3	2			246	246		10.1017/S0140525X00004660			1980	1980										2									
J	Rayner, K; Pollatsek, A; Reichle, ED								Eye movements in reading: Models and data								BEHAVIORAL AND BRAIN SCIENCES				26	4			507	526		10.1017/S0140525X03520106			AUG 2003	2003										41									
J	RAYNER, K								ICONS, VISUAL BUFFERS, AND EYE-MOVEMENTS								BEHAVIORAL AND BRAIN SCIENCES				6	1			36	37		10.1017/S0140525X00014552			1983	1983										1									
J	Raz, A; Norman, KL								A social psychologist illuminates cognition								BEHAVIORAL AND BRAIN SCIENCES				27	5			673	+		10.1017/S0140525X04380155			OCT 2004	2004										3									
J	Read, Dwight								Culture: The missing piece in theories of weak and strong reciprocity								BEHAVIORAL AND BRAIN SCIENCES				35	1						10.1017/S0140525X11001300			FEB 2012	2012										1									
J	Read, Dwight W.								The algebraic logic of kinship terminology structures								BEHAVIORAL AND BRAIN SCIENCES				33	5			399	+		10.1017/S0140525X10001378			OCT 2010	2010										2									
J	Read, Dwight W.								Cultural evolution is not equivalent to Darwinian evolution								BEHAVIORAL AND BRAIN SCIENCES				29	4			361	+		10.1017/S0140525X0638908X			AUG 2006	2006										2									
J	READ, SJ; MILLER, LC								EXPLANATORY COHERENCE IN UNDERSTANDING PERSONS, INTERACTIONS, AND RELATIONSHIPS								BEHAVIORAL AND BRAIN SCIENCES				12	3			485	486		10.1017/S0140525X00057253			SEP 1989	1989										4									
J	Reader, Simon M.								Experiential effects on mirror systems and social learning: Implications for social intelligence								BEHAVIORAL AND BRAIN SCIENCES				37	2			217	218		10.1017/S0140525X1300246X			APR 2014	2014										5									
J	Reader, Simon M.; Leris, Ioannis								What shapes social decision making?								BEHAVIORAL AND BRAIN SCIENCES				37	1			96	97		10.1017/S0140525X13001842			FEB 2014	2014										1									
J	Reader, Simon M.; Hrotic, Steven M.								The limits of chimpanzee-human comparisons for understanding human cognition								BEHAVIORAL AND BRAIN SCIENCES				35	4			238	+		10.1017/S0140525X11002093			AUG 2012	2012										2									
J	Reader, Simon M.								Environmentally invoked innovation and cognition								BEHAVIORAL AND BRAIN SCIENCES				30	4			420	+		10.1017/S0140525X07002518			AUG 2007	2007										7									
J	Reader, Simon M.								Evo-devo, modularity, and evolvability: Insights for cultural evolution								BEHAVIORAL AND BRAIN SCIENCES				29	4			361	+		10.1017/S0140525X06399086			AUG 2006	2006										4									
J	Reader, SM; Lefebvre, L								Social learning and sociality								BEHAVIORAL AND BRAIN SCIENCES				24	2			353	+		10.1017/S0140525X01543964			APR 2001	2001										22									
J	REBER, AS; WINTER, B								WHAT MANNER OF MIND IS THIS								BEHAVIORAL AND BRAIN SCIENCES				17	3			418	419		10.1017/S0140525X00035299			SEP 1994	1994										3									
J	Reber, R								Rule versus similarity: Different in processing mode, not in representations								BEHAVIORAL AND BRAIN SCIENCES				28	1			31	+		10.1017/S0140525X05410018			FEB 2005	2005										1									
J	Reber, R								Reasons for the preference for symmetry								BEHAVIORAL AND BRAIN SCIENCES				25	3			415	+		10.1017/S0140525X02350076			JUN 2003	2003										28									
J	REBERT, CS								SEX-DIFFERENCES IN COMPLEX VISUOMOTOR COORDINATION								BEHAVIORAL AND BRAIN SCIENCES				3	2			246	247		10.1017/S0140525X00004672			1980	1980										1									
J	REBOUL, A								THE RELEVANCE OF RELEVANCE FOR FICTION								BEHAVIORAL AND BRAIN SCIENCES				10	4			729	729		10.1017/S0140525X00055539			DEC 1987	1987										4									
J	RECANATI, F								LITERALNESS AND OTHER PRAGMATIC PRINCIPLES								BEHAVIORAL AND BRAIN SCIENCES				10	4			729	730		10.1017/S0140525X00055540			DEC 1987	1987										1									
J	RECH, RH								NEUROLEPSIS - ANHEDONIA OR BLUNTING OF EMOTIONAL REACTIVITY								BEHAVIORAL AND BRAIN SCIENCES				5	1			72	73		10.1017/S0140525X00010578			1982	1982										4									
J	Redcay, Elizabeth; Rice, Katherine; Saxe, Rebecca								Interaction versus observation: A finer look at this distinction and its importance to autism								BEHAVIORAL AND BRAIN SCIENCES				36	4			435	435		10.1017/S0140525X12002026			AUG 2013	2013										3									
J	REDDING, GM								ATTENTION AS AN EXPLANATORY CONCEPT IN PERCEPTUAL ADAPTATION								BEHAVIORAL AND BRAIN SCIENCES				2	1			77	78		10.1017/S0140525X0006091X			1979	1979										3									
J	Reddy, V								Omitting the second person in social understanding								BEHAVIORAL AND BRAIN SCIENCES				19	1			140	141		10.1017/S0140525X00041996			MAR 1996	1996										17									
J	Redish, A. David; Kazinka, Rebecca; Herman, Alexander B.								Taking an engineer's view: Implications of network analysis for computational psychiatry								BEHAVIORAL AND BRAIN SCIENCES				42						e24	10.1017/S0140525X18001152			2019	2019										1									
J	Redish, A. David; Jensen, Steve; Johnson, Adam								A unified framework for addiction: Vulnerabilities in the decision process								BEHAVIORAL AND BRAIN SCIENCES				31	4			415	+		10.1017/S0140525X0800472X			AUG 2008	2008										260									
J	Redish, A. David; Jensen, Steve; Johnson, Adam								Addiction as vulnerabilities in the decision process								BEHAVIORAL AND BRAIN SCIENCES				31	4			461	487		10.1017/S0140525X08004986			AUG 2008	2008										25									
J	REED, ES								MOTOR VARIABILITY BUT FUNCTIONAL SPECIFICITY - DEMISE OF THE CONCEPT OF MOTOR COMMANDS								BEHAVIORAL AND BRAIN SCIENCES				9	4			620	622		10.1017/S0140525X00051517			DEC 1986	1986										3									
J	REED, ES								THE DEMISE OF MENTAL REPRESENTATIONS								BEHAVIORAL AND BRAIN SCIENCES				4	2			297	298		10.1017/S0140525X00008992			1981	1981										2									
J	REED, ES								CAN MENTAL REPRESENTATIONS CAUSE BEHAVIOR								BEHAVIORAL AND BRAIN SCIENCES				4	4			635	635		10.1017/S0140525X00000698			1981	1981										1									
J	REED, ES								INFORMATION PICKUP IS THE ACTIVITY OF PERCEIVING								BEHAVIORAL AND BRAIN SCIENCES				3	3			397	398		10.1017/S0140525X00005641			1980	1980										5									
J	REED, GF								WHEN IS AN IMAGE HALLUCINATORY								BEHAVIORAL AND BRAIN SCIENCES				9	3			530	531		10.1017/S0140525X00046963			SEP 1986	1986										2									
J	Reeke, GN								Modelling criteria: Not just for robots								BEHAVIORAL AND BRAIN SCIENCES				24	6			1074	+		10.1017/S0140525X01480125			DEC 2001	2001										1									
J	Reeke, GN								Replication in selective systems: Multiplicity of carriers, variation of information, iteration of encounters								BEHAVIORAL AND BRAIN SCIENCES				24	3			552	+		10.1017/S0140525X01484160			JUN 2001	2001										1									
J	REEKE, GN								UNITARY CONSCIOUSNESS REQUIRES DISTRIBUTED COMPARATORS AND GLOBAL MAPPINGS								BEHAVIORAL AND BRAIN SCIENCES				18	4			693	694		10.1017/S0140525X00040590			DEC 1995	1995										1									
J	REEP, RL								THE INITIAL BRAIN - INITIAL CONSIDERATIONS								BEHAVIORAL AND BRAIN SCIENCES				11	1			98	99		10.1017/S0140525X00052948			MAR 1988	1988										1									
J	Rees, Alice; Bott, Lewis								Structural priming is a useful but imperfect technique for studying all linguistic representations, including those of pragmatics								BEHAVIORAL AND BRAIN SCIENCES				40						e307	10.1017/S0140525X17000553			2017	2017										1									
J	Reeves, A								Color as a factor analytic approximation to Nature								BEHAVIORAL AND BRAIN SCIENCES				26	1			46	+		10.1017/S0140525X03470015			FEB 2003	2003										1									
J	REEVES, A								AREAS OF IGNORANCE AND CONFUSION IN COLOR SCIENCE								BEHAVIORAL AND BRAIN SCIENCES				15	1			49	&		10.1017/S0140525X00067510			MAR 1992	1992										4									
J	Rehder, Bob								Taking the rationality out of probabilistic models								BEHAVIORAL AND BRAIN SCIENCES				34	4			210	+		10.1017/S0140525X11000422			AUG 2011	2011										1									
J	Reicher, Stephen David; Spears, Russell; Postmes, Tom; Kendec, Anna								Disputing deindividuation: Why negative group behaviours derive from group norms, not group immersion								BEHAVIORAL AND BRAIN SCIENCES				39						e161	10.1017/S0140525X15001491			2016	2016										1									
J	Reichle, E. D.; Rayner, K.; Pollatsek, A.								The E-Z Reader model of eye movement control in reading: Comparisons to other models								Behavioral and Brain Sciences				26				446	526		DOI 10.1017/S0140525X03000104				2003										7									
J	Reichle, ED; Rayner, K; Pollatsek, A								The E-Z Reader model of eye-movement control in reading: Comparisons to other models								BEHAVIORAL AND BRAIN SCIENCES				26	4			445	+		10.1017/S0140525X03000104			AUG 2003	2003										527									
J	Reilly, RG								The relationship between object manipulation and language development in Broca's area: A connectionist simulation of Greenfield's hypothesis								BEHAVIORAL AND BRAIN SCIENCES				25	1			145	153		10.1017/S0140525X02210031			FEB 2002	2002										3									
J	Reingold, EM								Eye-movement control in reading: Models and predictions								BEHAVIORAL AND BRAIN SCIENCES				26	4			500	+		10.1017/S0140525X0346010X			AUG 2003	2003										8									
J	REINGOLD, EM								IMPLICIT ASSUMPTIONS IN THE STUDY OF THE UNCONSCIOUS - AN INTELLECTUAL MINEFIELD								BEHAVIORAL AND BRAIN SCIENCES				15	2			218	219		10.1017/S0140525X00068394			JUN 1992	1992										2									
J	REISER, MF								GRUNBAUM CRITIQUE OF CLINICAL PSYCHOANALYTICAL EVIDENCE - A SHEEP IN WOLF CLOTHING								BEHAVIORAL AND BRAIN SCIENCES				9	2			255	256		10.1017/S0140525X0002255X			JUN 1986	1986										3									
J	REMINGTON, RW; SHAFTO, MG; SEIFERT, CM								COMMENTS ON SOAR AS A THEORY OF HUMAN COGNITION								BEHAVIORAL AND BRAIN SCIENCES				15	3			455	455		10.1017/S0140525X00069648			SEP 1992	1992										1									
