PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Dwyer, S								Moral competence is cognitive but (perhaps) nonmodular								BEHAVIORAL AND BRAIN SCIENCES				19	1			128	&		10.1017/S0140525X00041868			MAR 1996	1996										1									
J	DWYER, S								WHY CARE WHERE MORAL INTUITIONS COME FROM								BEHAVIORAL AND BRAIN SCIENCES				17	1			14	15		10.1017/S0140525X00033070			MAR 1994	1994										1									
J	DYDEWALLE, G; PEETERS, R								THERE IS MORE GOING ON IN THE HUMAN MIND								BEHAVIORAL AND BRAIN SCIENCES				7	2			239	240		10.1017/S0140525X00044423			1984	1984										1									
J	Dyer, Adrian G.; Rosa, Marcello G. P.								Learning to navigate in a three-dimensional world: From bees to primates								BEHAVIORAL AND BRAIN SCIENCES				36	5			550	550		10.1017/S0140525X13000381			OCT 2013	2013										1									
J	DYER, MG								THE PROMISE AND PROBLEMS OF CONNECTIONISM								BEHAVIORAL AND BRAIN SCIENCES				11	1			32	32		10.1017/S0140525X00052523			MAR 1988	1988										1									
J	DYER, MG								THE POINT OF THEMATIC ABSTRACTION UNITS								BEHAVIORAL AND BRAIN SCIENCES				6	4			599	600		10.1017/S0140525X00017611			1983	1983										2									
J	DZHAFAROV, EN								CAN BRIGHTNESS BE RELATED TO LUMINANCE BY A MEANINGFUL FUNCTION								BEHAVIORAL AND BRAIN SCIENCES				15	3			565	566		10.1017/S0140525X00070023			SEP 1992	1992										1									
J	EAGLE, MN								PSYCHOANALYSIS AS HERMENEUTICS								BEHAVIORAL AND BRAIN SCIENCES				9	2			231	232		10.1017/S0140525X00022329			JUN 1986	1986										2									
J	EAGLE, MN								PSYCHOTHERAPY VS PLACEBO - AN END TO POLEMICS								BEHAVIORAL AND BRAIN SCIENCES				6	2			288	289		10.1017/S0140525X00015910			1983	1983										1									
J	Eagleman, David M.								Prediction and postdiction: Two frameworks with the goal of delay compensation								BEHAVIORAL AND BRAIN SCIENCES				31	2			205	+		10.1017/S0140525X08003889			APR 2008	2008										7									
J	EAGLESON, R; CAREY, DP								CONNECTIONIST NETWORKS MODEL BRAIN-FUNCTION ... NOT								BEHAVIORAL AND BRAIN SCIENCES				15	4			734	735					DEC 1992	1992										1									
J	Eagly, AH; Wood, W								Universal sex differences across patriarchal cultures not equal evolved psychological dispositions								BEHAVIORAL AND BRAIN SCIENCES				28	2			281	+		10.1017/S0140525X05290052			APR 2005	2005										13									
J	Eagly, AH; Wood, W								The origins of aggression sex differences: Evolved dispositions versus social roles								BEHAVIORAL AND BRAIN SCIENCES				22	2			223	+		10.1017/S0140525X99331812			APR 1999	1999										6									
J	Eagly, Alice H.								Mischaracterizing social psychology to support the laudable goal of increasing its political diversity								BEHAVIORAL AND BRAIN SCIENCES				38						e141	10.1017/S0140525X14001411			2015	2015										1									
J	Eagly, Alice H.; Diekman, Amanda B.								Prejudice in context departs from attitudes toward groups								BEHAVIORAL AND BRAIN SCIENCES				35	6			431	432		10.1017/S0140525X12001185			DEC 2012	2012										2									
J	Eagly, Alice H.; Wood, Wendy								Sexual selection does not provide an adequate theory of sex differences in aggression								BEHAVIORAL AND BRAIN SCIENCES				32	3-4			276	+		10.1017/S0140525X09990264			JUN-AUG 2009	2009										6									
J	Earle, DC								On the roles of consciousness and representations in visual science								BEHAVIORAL AND BRAIN SCIENCES				21	6			757	+		10.1017/S0140525X98321755			DEC 1998	1998										1									
J	EARLE, DC								ON THE DIFFERENCES BETWEEN COGNITIVE AND NON-COGNITIVE SYSTEMS								BEHAVIORAL AND BRAIN SCIENCES				10	2			177	178		10.1017/S0140525X00047397			JUN 1987	1987										1									
J	EARLY, TS; HALLER, JW; POSNER, M								DOPAMINERGIC EXCESS OR DYSREGULATION								BEHAVIORAL AND BRAIN SCIENCES				14	1			26	26		10.1017/S0140525X00065134			MAR 1991	1991										1									
J	Easton, Judith A.; Schipper, Lucas D.; Shackelford, Todd K.								Why the adaptationist perspective must be considered: The example of morbid jealousy								BEHAVIORAL AND BRAIN SCIENCES				29	4			411	+		10.1017/S0140525X06299096			AUG 2006	2006										2									
J	EATON, RC								ESHKOL-WACHMAN MOVEMENT NOTATION AND THE EVOLUTION OF LOCOMOTOR PATTERNS IN VERTEBRATES								BEHAVIORAL AND BRAIN SCIENCES				15	2			272	274		10.1017/S0140525X00068606			JUN 1992	1992										3									
J	EATON, RC; WIELAND, CM; DIDOMENICO, R								IS THE MAUTHNER CELL A KUPFERMANN AND WEISS COMMAND NEURON								BEHAVIORAL AND BRAIN SCIENCES				9	4			725	727		10.1017/S0140525X00052067			DEC 1986	1986										6									
J	Eaton, Tayler; Anderson, Adam K.								Emotional memories and how your life may depend upon them								BEHAVIORAL AND BRAIN SCIENCES				41						e11	10.1017/S0140525X17001546			2018	2018										2									
J	EBBESSON, SOE								ONTOGENETIC PARCELLATION - DUAL PROCESSES								BEHAVIORAL AND BRAIN SCIENCES				11	3			548	549		10.1017/S0140525X00058908			SEP 1988	1988										3									
J	EBBESSON, SOE								EVOLUTION AND ONTOGENY OF NEURAL CIRCUITS								BEHAVIORAL AND BRAIN SCIENCES				7	3			321	331		10.1017/S0140525X00018379			1984	1984										139									
J	ECCLES, JC								PHYSICS OF BRAIN-MIND INTERACTION								BEHAVIORAL AND BRAIN SCIENCES				13	4			662	662		10.1017/S0140525X00080778			DEC 1990	1990										1									
J	ECCLES, JC								MENTAL SUMMATION - THE TIMING OF VOLUNTARY INTENTIONS BY CORTICAL ACTIVITY								BEHAVIORAL AND BRAIN SCIENCES				8	4			542	543		10.1017/S0140525X00044952			DEC 1985	1985										17									
J	ECCLES, JC								MENTAL DUALISM AND COMMISSUROTOMY								BEHAVIORAL AND BRAIN SCIENCES				4	1			105	105		10.1017/S0140525X00007834			1981	1981										7									
J	ECCLES, JC								A DUALIST-INTERACTIONIST PERSPECTIVE								BEHAVIORAL AND BRAIN SCIENCES				3	3			430	431		10.1017/S0140525X00005811			1980	1980										2									
J	Echelbarger, Margaret; Gelman, Susan A.; Kalish, Charles W.								How does "emporiophobia" develop?								BEHAVIORAL AND BRAIN SCIENCES				41						e168	10.1017/S0140525X18000341			2018	2018										1									
J	Echterhoff, Gerald								The role of action in verbal communication and shared reality								BEHAVIORAL AND BRAIN SCIENCES				36	4			354	355		10.1017/S0140525X12002567			AUG 2013	2013										1									
J	ECKBERG, DL								WHEN NON-RELIABILITY OF REVIEWS INDICATES SOLID SCIENCE								BEHAVIORAL AND BRAIN SCIENCES				14	1			145	145		10.1017/S0140525X00065791			MAR 1991	1991										11									
J	Ecker, Bruce; Hulley, Laurel; Ticic, Robin								Minding the findings: Let's not miss the message of memory reconsolidation research for psychotherapy								BEHAVIORAL AND BRAIN SCIENCES				38						e7	10.1017/S0140525X14000168			2015	2015										1									
J	ECKHORN, R								DYNAMIC BINDINGS BY REAL NEURONS - ARGUMENTS FROM PHYSIOLOGY, FROM NEURAL-NETWORK MODELS AND FROM INFORMATION-THEORY								BEHAVIORAL AND BRAIN SCIENCES				16	3			457	458		10.1017/S0140525X00030995			SEP 1993	1993										4									
J	ECKLAND, BK								COMPETENT TEACHERS AND COMPETENT STUDENTS								BEHAVIORAL AND BRAIN SCIENCES				3	3			341	342		10.1017/S0140525X00005240			1980	1980										1									
J	Edelman, David B.								Consciousness without corticocentrism: Beating an evolutionary path								BEHAVIORAL AND BRAIN SCIENCES				30	1			91	+		10.1017/S0140525X07000994			FEB 2007	2007										2									
J	Edelman, JA; Gottlieb, J; Goldberg, ME								Spatial programming and the representation of salience								BEHAVIORAL AND BRAIN SCIENCES				22	4			682	+		10.1017/S0140525X99302156			AUG 1999	1999										1									
J	Edelman, S								Generative grammar with a human face?								BEHAVIORAL AND BRAIN SCIENCES				26	6			675	+		10.1017/S0140525X03300159			DEC 2003	2003										1									
J	Edelman, S								Neural spaces: A general framework for the understanding of cognition?								BEHAVIORAL AND BRAIN SCIENCES				24	4			664	+		10.1017/S0140525X01320083			AUG 2001	2001										5									
J	Edelman, S								No reconstruction, no impenetrability (at least not much)								BEHAVIORAL AND BRAIN SCIENCES				22	3			376	+		10.1017/S0140525X99332027			JUN 1999	1999										2									
J	Edelman, S								Representation is representation of similarities								BEHAVIORAL AND BRAIN SCIENCES				21	4			449	+		10.1017/S0140525X98001253			AUG 1998	1998										166									
J	Edelman, Shimon; Shahbazi, Reza								Survival in a world of probable objects: A fundamental reason for Bayesian enlightenment								BEHAVIORAL AND BRAIN SCIENCES				34	4						10.1017/S0140525X11000252			AUG 2011	2011										2									
J	EDELMANN, RJ								INNATENESS VERSUS EXPECTATION IN HUMAN FEARS - CAUSAL VERSUS MAINTAINING FACTORS								BEHAVIORAL AND BRAIN SCIENCES				18	2			298	299		10.1017/S0140525X00038516			JUN 1995	1995										2									
J	EDELSON, M								THE EVIDENTIAL VALUE OF THE PSYCHOANALYST CLINICAL-DATA								BEHAVIORAL AND BRAIN SCIENCES				9	2			232	234		10.1017/S0140525X00022330			JUN 1986	1986										8									
J	Edgell, SE; Roe, RM; Dodd, CH								Base rates, experience, and the big picture								BEHAVIORAL AND BRAIN SCIENCES				19	1			21	+		10.1017/S0140525X00041212			MAR 1996	1996										4									
J	Edwards, Kevan								Unity amidst heterogeneity in theories of concepts								BEHAVIORAL AND BRAIN SCIENCES				33	2-3			210	+		10.1017/S0140525X10000543			APR-JUN 2010	2010										2									
J	Edwards, S; Lightfoot, D								Intact grammars but intermittent access								BEHAVIORAL AND BRAIN SCIENCES				23	1			31	+		10.1017/S0140525X00332393			FEB 2000	2000										3									
J	EGAN, DE								A HEURISTIC FOR COMPONENTIAL ANALYSIS - TRY OLD GOALS								BEHAVIORAL AND BRAIN SCIENCES				5	2			348	350		10.1017/S0140525X00012449			1982	1982										1									
J	Egan, Vincent								Can self-destructive killers be classified so easily?								BEHAVIORAL AND BRAIN SCIENCES				37	4			365	366		10.1017/S0140525X13003373			AUG 2014	2014										1									
J	Egidi, Giovanna								On emotion-cognition integration: The effect of happy and sad moods on language comprehension								BEHAVIORAL AND BRAIN SCIENCES				38						e73	10.1017/S0140525X14000880			2015	2015										2									
J	Egloff, Boris								To make innovations such as replication mainstream, publish them in mainstream journals								BEHAVIORAL AND BRAIN SCIENCES				41						e126	10.1017/S0140525X18000614			2018	2018										1									
J	Egloff, Boris								You are not alone - Social sharing as a necessary addition to the Embracing factor								BEHAVIORAL AND BRAIN SCIENCES				40						e358	10.1017/S0140525X17001662			2017	2017										2									
J	Egloff, Boris								Does a positive appraisal style work in all stressful situations and for all individuals?								BEHAVIORAL AND BRAIN SCIENCES				38						e100	10.1017/S0140525X14001514			2015	2015										1									
J	Egner, Tobias; Summerfield, Christopher								Grounding predictive coding models in empirical neuroscience research								BEHAVIORAL AND BRAIN SCIENCES				36	3			210	211		10.1017/S0140525X1200218X			JUN 2013	2013										12									
J	Egre, Paul								Qualitative judgments, quantitative judgments, and norm-sensitivity								BEHAVIORAL AND BRAIN SCIENCES				33	4			335	+		10.1017/S0140525X1000172X			AUG 2010	2010										3									
J	EIBLEIBESFELDT, I								COERCIVE SEXUALITY AND DOMINANCE								BEHAVIORAL AND BRAIN SCIENCES				15	2			383	384		10.1017/S0140525X0006920X			JUN 1992	1992										1									
J	EIBLEIBESFELDT, I								FAMILIALITY, XENOPHONIA AND GROUP SELECTION								BEHAVIORAL AND BRAIN SCIENCES				12	3			523	523		10.1017/S0140525X00057381			SEP 1989	1989										1									
J	EIBLEIBESFELDT, I								THE FLEXIBILITY AND AFFECTIVE AUTONOMY OF PLAY								BEHAVIORAL AND BRAIN SCIENCES				5	1			160	162		10.1017/S0140525X00010992			1982	1982										4									
J	EIBLEIBESFELDT, I								JUMPING ON THE SOCIOBIOLOGY BANDWAGON								BEHAVIORAL AND BRAIN SCIENCES				3	4			631	634		10.1017/S0140525X00007287			1980	1980										1									
J	EIBLEIBESFELDT, I								HUMAN ETHOLOGY - CONCEPTS AND IMPLICATIONS FOR THE SCIENCES OF MAN								BEHAVIORAL AND BRAIN SCIENCES				2	1			1	25		10.1017/S0140525X00060416			1979	1979										81									
J	EIBLEIBESFELDT, I								HUMAN ETHOLOGY - METHODS AND LIMITS								BEHAVIORAL AND BRAIN SCIENCES				2	1			50	57		10.1017/S0140525X00060696			1979	1979										1									
J	EICHELMAN, B								BRAIN MECHANISMS OF AGGRESSION - DILEMMAS OF PERSPECTIVE								BEHAVIORAL AND BRAIN SCIENCES				2	2			218	219		10.1017/S0140525X00062014			1979	1979										1									
J	EICHENBAUM H																BEHAV BRAIN SCI				17				499							1994										6									
J	Eichenbaum, H; Otto, T; Cohen, NJ								The hippocampal system: Dissociating its functional components and recombining them in the service of declarative memory								BEHAVIORAL AND BRAIN SCIENCES				19	4			772	&		10.1017/S0140525X00043971			DEC 1996	1996										3									
J	EICHENBAUM, H; COHEN, NJ								CONSCIOUSNESS, MEMORY, AND THE HIPPOCAMPAL SYSTEM - WHAT KIND OF CONNECTIONS CAN WE MAKE								BEHAVIORAL AND BRAIN SCIENCES				18	4			680	681		10.1017/S0140525X00040449			DEC 1995	1995										1									
J	EICHENBAUM, H; OTTO, T; COHEN, NJ								2 FUNCTIONAL COMPONENTS OF THE HIPPOCAMPAL MEMORY SYSTEM								BEHAVIORAL AND BRAIN SCIENCES				17	3			449	472		10.1017/S0140525X00035391			SEP 1994	1994										712									
J	EICHENBAUM, H; OTTO, T; COHEN, NJ								FURTHER EXPLICATION AND CLARIFICATION OF THE ROLE OF THE HIPPOCAMPAL MEMORY SYSTEM AND ITS FUNCTIONAL COMPONENTS - AUTHORS RESPONSE								BEHAVIORAL AND BRAIN SCIENCES				17	3			500	517		10.1017/S0140525X00035688			SEP 1994	1994										3									
J	EICHENBAUM, H								A BEHAVIORIST IN THE NEUROPHYSIOLOGY LAB								BEHAVIORAL AND BRAIN SCIENCES				4	3			480	480		10.1017/S0140525X00009912			1981	1981										1									
J	EILAM, D								THE MOBILITY GRADIENT FROM A COMPARATIVE PHYLOGENTIC PERSPECTIVE								BEHAVIORAL AND BRAIN SCIENCES				15	2			274	275		10.1017/S0140525X00068618			JUN 1992	1992										1									
J	Eilam, David								Ritualized behavior in animals and humans: Time, space, and attention								BEHAVIORAL AND BRAIN SCIENCES				29	6			616	+		10.1017/S0140525X0600937X			DEC 2006	2006										6									
J	EINHORN, HJ; HOGARTH, RM								RATIONALITY AND THE SANCTITY OF COMPETENCE								BEHAVIORAL AND BRAIN SCIENCES				4	3			334	335		10.1017/S0140525X00009134			1981	1981										7									
J	Einon, D								Individual differences in age preferences in mates: Taking a closer look								BEHAVIORAL AND BRAIN SCIENCES				20	1			137	+		10.1017/S0140525X97000046			MAR 1997	1997										1									
J	EISENBERG, JF								CETACEAN BRAINS HAVE A STRUCTURE SIMILAR TO THE BRAINS OF PRIMITIVE MAMMALS - DOES THIS IMPLY LIMITS IN FUNCTION								BEHAVIORAL AND BRAIN SCIENCES				11	1			92	92		10.1017/S0140525X00052857			MAR 1988	1988										2									
J	Eisenberg, N								Distinctions among various modes of empathy-related reactions: A matter of importance in humans								BEHAVIORAL AND BRAIN SCIENCES				25	1			33	+		10.1017/S0140525X02350015			FEB 2002	2002										16									
J	Eisenberger, R								Achievement: The importance of industriousness								BEHAVIORAL AND BRAIN SCIENCES				21	3			412	+		10.1017/S0140525X98281234			JUN 1998	1998										5									
J	EISERER, LA								MALTREATMENT EFFECTS AND LEARNING-PROCESSES IN INFANTILE ATTACHMENT								BEHAVIORAL AND BRAIN SCIENCES				1	3			445	446		10.1017/S0140525X00075919			1978	1978										2									
J	EISLER, H								PSYCHOPHYSICAL INVARIANCE, PERCEPTUAL INVARIANCE, AND THE PSYCHOPHYSICAL TRAP								BEHAVIORAL AND BRAIN SCIENCES				15	3			566	567		10.1017/S0140525X00070035			SEP 1992	1992										2									
J	Eitam, Baruch; Higgins, E. Tory								What's in a goal? The role of motivational relevance in cognition and action								BEHAVIORAL AND BRAIN SCIENCES				37	2			141	142		10.1017/S0140525X13002008			APR 2014	2014										8									
J	El Guindi, Fadwa								The cognitive path through kinship								BEHAVIORAL AND BRAIN SCIENCES				33	5			384	+		10.1017/S0140525X10002050			OCT 2010	2010										2									
J	El Haj, M.; Miller, R.								The communicative function of destination memory								Behavioral and Brain Sciences																									2									
